,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1447,2951-QOQTK,1,0,0,1,4,1,2,1,0,0,0,2,0,0,0,0,1,916,2881,1
1448,2958-NHPPS,1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,0,2,46,3999,0
1449,6806-YDEUL,0,1,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,19,117,0
1450,1735-XMJVH,1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,1,3,16,939,0
1451,6890-PFRQX,1,0,0,0,18,1,2,0,2,0,2,0,2,0,0,0,3,705,368,0
1452,0222-CNVPT,1,1,0,0,52,0,1,0,2,0,0,0,2,2,0,1,1,352,2213,0
1453,5899-OUVKV,1,0,0,0,31,1,0,1,0,2,0,0,2,2,0,1,2,1178,2573,0
1454,8681-ICONS,1,0,1,1,29,1,0,2,1,1,1,1,1,1,0,1,3,42,5231,0
1455,1621-YNCJH,0,0,1,0,36,1,2,1,2,2,2,2,0,2,2,1,1,1396,3281,0
1456,3473-XIIIT,0,0,1,0,16,1,2,1,0,2,0,0,2,2,0,1,2,1281,964,1
1457,6362-QHAFM,1,0,1,0,42,1,2,1,0,0,2,2,2,2,1,1,2,1437,3896,0
1458,7893-IXHRQ,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,40,1617,1
1459,3070-BDOQC,0,0,0,0,60,1,0,1,0,2,2,0,2,2,2,1,2,1274,4873,0
1460,2952-QAYZF,1,0,0,0,5,1,2,1,0,2,2,0,0,0,0,1,2,1001,3616,1
1461,6234-PFPXL,1,0,1,0,22,1,2,1,2,0,0,2,2,0,0,0,1,1206,1869,0
1462,9824-QCJPK,1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,3,29,5293,0
1463,4763-PGDPO,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,723,2437,1
1464,4283-IVYCI,1,0,0,0,9,1,0,0,2,0,0,2,0,2,0,0,3,627,4543,0
1465,1866-OBPNR,1,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,1,799,5722,0
1466,8205-MQUGY,1,0,1,1,12,1,0,0,2,0,0,0,0,0,0,1,2,360,4712,0
1467,8970-ANWXO,0,0,0,0,23,1,2,0,0,0,0,2,2,2,1,1,3,782,1279,0
1468,9480-BQJEI,1,0,0,0,62,1,2,1,2,2,0,0,0,2,1,1,0,1137,4735,0
1469,5394-SVGJV,1,0,0,0,37,1,2,1,0,0,0,2,2,2,0,0,0,1258,3011,1
1470,6979-TNDEU,0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,3,13,1008,0
1471,9777-WJJPR,1,0,1,0,31,1,2,1,0,0,2,0,2,0,0,0,1,1066,2334,0
1472,9283-LZQOH,1,0,1,1,13,1,2,1,0,0,0,0,0,0,0,1,1,795,6315,1
1473,7079-QRCBC,0,0,0,0,24,1,2,1,0,0,2,0,2,2,0,1,2,1257,2053,1
1474,9495-SKLKD,1,0,1,1,45,1,2,1,0,2,2,0,0,2,0,1,0,1207,3783,0
1475,6048-UWKAL,0,1,1,0,69,1,2,1,0,2,0,2,2,2,2,0,1,1383,5500,0
1476,5067-DGXLL,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,34,3115,0
1477,5469-CTCWN,1,0,1,1,61,1,2,1,2,2,0,0,2,2,1,1,2,1395,5232,1
1478,9851-QXEEQ,1,0,0,0,41,1,2,1,0,2,2,0,2,2,0,1,2,1369,3693,1
1479,6281-FKEWS,0,0,0,0,44,0,1,0,0,0,2,0,2,2,1,1,2,357,1903,0
1480,8898-KASCD,1,0,0,0,39,0,1,0,0,0,2,2,0,0,1,0,3,200,567,0
1481,9242-TKFSV,1,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,630,4027,0
1482,9290-SHCMB,0,1,0,0,13,1,0,1,0,0,2,0,2,2,0,1,2,1224,431,0
1483,0743-HNPFG,0,0,1,1,51,1,0,0,2,2,0,2,0,2,1,1,1,710,3085,0
1484,2277-BKJKN,0,1,1,0,71,1,0,1,0,2,2,0,2,2,2,1,2,1265,5629,0
1485,9809-IMGCQ,1,1,0,0,22,1,2,1,0,0,0,0,2,2,0,1,2,1221,1711,1
1486,5208-HFSBT,0,0,0,0,2,1,0,0,0,2,0,2,0,0,0,1,1,460,38,1
1487,5035-PGZXH,0,0,0,0,56,1,2,1,0,2,2,0,2,2,1,1,2,1411,4850,0
1488,8695-WDYEA,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,401,4302,0
1489,6543-JXSOO,0,0,1,1,23,1,0,0,2,2,0,2,0,0,1,1,3,506,516,0
1490,8016-ZMGMO,0,1,1,0,66,1,2,0,0,2,2,0,2,0,1,1,0,732,4007,0
1491,8605-ITULD,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20,1485,0
1492,3254-YRILK,1,1,0,0,19,1,2,1,0,2,0,0,2,0,0,1,2,1057,1297,1
1493,6416-YJTTB,1,0,0,0,11,1,0,1,2,0,2,0,0,0,0,1,0,890,5995,0
1494,2667-WYLWJ,0,0,1,1,8,1,0,2,1,1,1,1,1,1,1,1,3,24,833,1
1495,4472-VESGY,0,0,1,1,52,1,2,1,2,2,2,0,0,2,0,0,0,1245,4221,0
1496,3195-TQDZX,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,34,4984,0
1497,3128-YOVTD,0,0,1,1,51,1,0,1,2,2,0,0,0,0,0,1,0,883,3438,0
1498,0529-ONKER,1,1,0,0,15,1,2,1,0,0,0,0,0,0,0,0,2,820,279,1
1499,1728-CXQBE,1,1,1,0,64,1,2,1,0,2,2,0,0,2,0,1,2,1173,4971,0
1500,7041-TXQJH,0,0,0,0,37,0,1,0,0,0,2,0,0,2,0,1,1,246,877,0
1501,5014-GSOUQ,1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,3,28,2078,0
1502,5724-BIDBU,1,0,1,0,49,1,2,0,2,0,0,0,0,0,1,1,2,466,2282,0
1503,0481-SUMCB,0,1,0,0,45,1,2,1,0,0,2,0,2,2,1,1,0,1322,4005,0
1504,1769-GRUIK,0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,2,737,451,0
1505,5240-IJOQT,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,801,5723,1
1506,8819-WFGGJ,1,0,1,0,68,0,1,0,2,0,2,0,2,2,2,1,0,441,3252,0
1507,7427-AUFPY,1,0,0,0,54,1,0,2,1,1,1,1,1,1,2,0,1,22,18,0
1508,2811-POVEX,0,1,1,1,23,1,0,1,0,2,2,0,0,2,0,1,0,1062,1753,0
1509,1092-GANHU,1,0,0,0,17,1,0,1,0,0,2,0,0,0,0,1,2,840,576,1
1510,7898-PDWQE,1,0,1,0,71,1,2,0,2,2,2,2,0,2,2,0,1,908,4725,0
1511,9972-EWRJS,0,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,0,14,671,0
1512,9314-IJWSQ,0,0,1,1,14,1,2,1,0,0,0,0,2,0,0,1,2,991,373,0
1513,0661-XEYAN,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,108,2158,1
1514,5799-JRCZO,0,0,0,1,63,1,0,2,1,1,1,1,1,1,2,0,1,19,391,0
1515,1921-KYSAY,0,0,0,0,41,1,2,0,0,0,2,2,0,2,1,1,2,687,2482,0
1516,6198-RTPMF,0,0,1,0,17,1,2,1,0,0,0,0,2,2,0,0,2,1143,1028,0
1517,2924-KHUVI,1,0,1,0,56,1,2,1,2,0,0,0,2,2,1,1,2,1292,4580,0
1518,1925-GMVBW,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,40,6466,0
1519,7881-EVUAD,0,0,0,0,2,0,1,0,2,2,0,0,0,2,0,1,2,269,5623,1
1520,6184-DYUOB,0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,3,21,4561,0
1521,9207-ZPANB,1,0,0,0,37,1,2,0,2,2,2,2,0,0,1,0,2,668,2095,0
1522,5766-XQXMQ,0,0,0,0,29,1,0,0,2,2,2,0,0,2,0,1,0,692,1574,1
1523,9327-QSDED,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,276,2906,0
1524,1656-DRSMG,0,0,0,0,63,1,2,1,0,2,2,2,2,2,0,1,1,1466,5522,0
1525,3012-VFFMN,0,0,1,1,7,1,0,2,1,1,1,1,1,1,0,0,3,42,1031,0
1526,2984-AFWNC,0,0,0,0,3,1,0,1,0,2,0,0,2,2,0,0,2,1196,2530,0
1527,0640-YJTPY,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,49,890,0
1528,8096-LOIST,0,0,0,0,19,1,0,0,0,0,0,0,0,2,0,1,2,483,186,0
1529,9764-REAFF,0,0,1,0,59,1,0,2,1,1,1,1,1,1,2,0,0,1,110,0
1530,3703-VAVCL,1,0,1,1,2,1,0,1,0,0,2,2,0,2,0,0,1,1093,1494,1
1531,7107-UBYKY,0,0,1,1,35,1,2,2,1,1,1,1,1,1,0,1,2,107,6286,0
1532,4881-GQJTW,1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,1,21,2595,0
1533,8519-QJGJD,0,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,814,56,1
1534,7876-DNYAP,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,1,25,805,0
1535,7905-NJMXS,1,1,1,0,7,1,2,0,2,2,0,2,0,0,0,0,2,612,4020,0
1536,2882-WDTBA,1,0,1,1,69,1,0,0,2,2,2,2,2,0,2,1,0,822,4482,0
1537,2091-GPPIQ,0,0,1,1,72,1,2,0,0,2,0,2,2,2,2,1,2,879,4732,0
1538,6326-MTTXK,1,0,0,0,8,1,2,1,0,2,0,0,2,2,0,0,2,1298,6095,1
1539,5071-FBJFS,0,0,1,1,4,1,0,0,2,0,0,0,0,0,0,0,2,382,1785,0
1540,2796-UUZZO,1,0,1,1,63,1,0,1,0,2,2,0,0,0,0,1,1,906,4135,0
1541,2429-AYKKO,1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,0,26,803,0
1542,9798-OPFEM,0,0,0,0,46,1,0,2,1,1,1,1,1,1,2,1,2,51,6411,0
1543,0330-IVZHA,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,714,2865,1
1544,3794-NFNCH,1,0,1,0,30,1,0,0,0,0,2,0,0,0,0,1,3,376,874,0
1545,5193-QLVZB,1,0,0,0,63,1,2,1,0,2,2,0,2,2,2,1,0,1370,5227,0
1546,7114-AEOZE,0,0,0,0,60,1,0,2,1,1,1,1,1,1,2,0,0,26,244,0
1547,2886-KEFUM,0,0,1,0,63,1,2,1,0,2,2,0,2,2,1,1,2,1423,5422,1
1548,5522-NYKPB,1,0,1,1,25,1,0,1,0,0,0,2,2,0,0,0,2,1013,1821,0
1549,4237-RLAQD,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,322,3825,1
1550,9957-YODKZ,1,1,1,0,6,1,2,1,0,0,2,0,0,0,0,1,2,916,3889,0
1551,6518-KZXCB,1,0,0,0,22,1,2,2,1,1,1,1,1,1,2,0,3,97,4681,0
1552,2245-ADZFJ,0,0,1,1,31,1,2,0,0,2,0,2,2,2,2,0,0,911,2123,0
1553,7776-QGYJC,0,0,1,1,39,1,0,1,0,0,2,2,0,0,0,1,0,930,2703,0
1554,9313-QOLTZ,1,0,0,0,26,1,0,2,1,1,1,1,1,1,0,0,3,47,4343,0
1555,9651-GTSAQ,0,0,1,0,53,1,0,1,2,2,2,0,2,2,1,1,0,1397,4762,1
1556,3186-BAXNB,0,0,0,0,1,1,0,1,0,2,0,2,2,0,0,0,2,1127,6347,1
1557,4672-FOTSD,1,0,0,0,12,1,2,0,2,2,0,2,0,0,0,1,2,666,6147,0
1558,0637-YLETY,0,0,0,0,16,1,2,1,0,2,2,0,0,2,0,1,1,1200,996,1
1559,9818-XQCUV,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,36,3816,0
1560,7338-ERIVA,1,0,0,1,39,0,1,0,2,0,0,2,2,0,1,0,0,306,1330,0
1561,1157-BQCUW,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,806,5725,1
1562,8259-NFJTV,0,0,1,1,7,0,1,0,2,0,0,2,0,0,0,0,3,184,2110,0
1563,3223-DWFIO,1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,702,2260,0
1564,2660-EMUBI,1,1,0,0,10,1,2,1,0,0,0,0,2,2,0,1,2,1195,6318,1
1565,6968-GMKPR,0,0,0,0,55,1,0,1,0,2,2,0,0,0,0,1,2,931,3835,0
1566,4751-ERMAN,1,0,1,1,72,1,0,0,0,2,2,0,2,2,2,1,0,815,4548,0
1567,1436-ZMJAN,0,0,1,0,10,1,0,0,0,0,2,0,2,2,0,1,1,674,5223,0
1568,3292-PBZEJ,1,1,0,0,11,1,2,1,0,2,2,2,2,2,0,1,2,1494,341,0
1569,0799-DDIHE,0,0,1,1,15,1,0,0,0,0,0,0,0,0,0,0,2,330,5151,0
1570,3070-FNFZQ,0,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,0,37,4042,0
1571,2812-SFXMJ,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,30,1607,0
1572,7675-OZCZG,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,305,496,1
1573,5014-WUQMG,1,0,1,1,47,1,0,1,2,2,2,0,0,2,1,1,2,1210,3730,0
1574,5312-TSZVC,0,0,0,1,15,1,0,2,1,1,1,1,1,1,1,0,3,22,2349,0
1575,2003-CKLOR,1,0,0,0,66,1,0,1,0,2,2,0,2,2,0,0,2,1271,5324,1
1576,0993-OSGPT,0,1,1,0,68,1,0,0,0,2,2,2,0,0,1,1,0,556,3400,0
1577,9254-RBFON,0,0,1,1,17,1,0,1,0,0,2,2,2,2,1,0,0,1254,1203,1
1578,1205-WNWPJ,0,0,0,0,7,1,0,0,0,0,0,2,2,0,0,1,3,533,3549,1
1579,9391-EOYLI,1,1,1,0,12,1,0,1,0,0,0,0,0,2,0,1,2,909,6448,1
1580,7108-DGVUU,0,1,1,0,21,1,2,0,0,2,2,0,0,2,1,0,0,748,895,0
1581,2782-JEEBU,1,0,0,0,21,0,1,0,0,2,0,2,0,0,0,1,3,207,5916,0
1582,5127-BZENZ,0,0,1,1,56,1,2,0,2,0,0,0,2,0,1,0,0,632,3046,0
1583,2720-FVBQP,0,0,1,1,6,1,2,0,0,0,0,0,0,0,0,1,1,355,2375,0
1584,9906-NHHVC,0,1,0,0,65,0,1,0,0,2,2,0,2,2,2,1,0,429,3050,0
1585,4522-XRWWI,1,0,1,0,42,1,2,0,2,0,0,2,2,2,1,0,1,909,2930,0
1586,3766-EJLFL,0,0,1,1,68,1,2,1,2,0,2,2,2,2,2,1,0,1451,5780,0
1587,5939-SXWHM,1,0,1,1,48,1,2,2,1,1,1,1,1,1,2,0,0,117,448,0
1588,8152-UOBNY,0,1,0,0,50,1,2,1,0,2,0,2,2,2,1,1,2,1411,4463,0
1589,7351-KYHQH,0,1,0,0,7,1,0,0,0,2,2,0,2,0,0,1,2,627,4181,0
1590,7643-RCHXS,0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,2,16,481,0
1591,8246-SHFGA,1,0,0,0,17,1,0,2,1,1,1,1,1,1,0,0,1,51,3296,0
1592,8387-MOJJT,0,0,1,1,42,1,0,1,0,0,0,0,2,0,0,1,1,859,2936,1
1593,0620-XEFWH,1,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,6,6171,0
1594,6485-QXWWE,0,0,0,1,62,1,2,2,1,1,1,1,1,1,2,0,0,112,1110,0
1595,2761-OCIAX,1,1,0,0,2,1,0,1,0,2,0,0,0,0,0,1,2,801,1128,1
1596,7321-VGNKU,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,2,722,369,0
1597,5327-CNLUQ,1,0,1,0,48,1,2,1,2,2,2,0,2,0,2,1,0,1225,3796,0
1598,7552-KEYGT,1,0,1,0,27,1,0,2,1,1,1,1,1,1,2,0,0,20,4358,0
1599,5816-JMLGY,0,0,1,1,70,1,0,0,0,2,2,2,2,2,2,1,0,908,4718,0
1600,3068-OMWZA,1,1,0,0,1,1,2,1,0,0,2,0,2,0,0,1,2,1069,6283,1
1601,2927-QRRQV,1,0,1,0,46,1,2,1,0,2,2,0,2,0,1,1,2,1181,3672,0
1602,6032-KRXXO,1,0,0,0,30,1,0,1,0,0,0,0,2,2,0,1,2,1098,2395,1
1603,7459-RRWQZ,0,0,0,0,15,1,2,0,2,0,0,0,0,2,0,1,0,621,6519,1
1604,6265-SXWBU,1,0,1,1,69,1,2,1,0,2,2,0,2,0,1,0,1,1203,5215,0
1605,7941-RCJOW,1,0,0,0,65,1,0,2,1,1,1,1,1,1,2,1,1,20,402,0
1606,6374-NTQLP,1,1,1,1,72,1,0,1,2,0,2,2,2,2,2,1,1,1357,5747,0
1607,4154-AQUGT,1,1,1,0,13,1,0,1,0,2,0,2,0,2,0,1,0,1074,314,1
1608,2387-KDZQY,1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,1,3,31,2417,0
1609,3584-WKTTW,1,0,1,0,51,1,2,1,2,0,2,2,2,2,1,1,2,1497,4723,0
1610,3399-BMLVW,1,0,1,1,51,1,0,0,2,2,0,2,0,0,2,0,1,553,2713,0
1611,1971-DTCZB,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,1112,5194,0
1612,3092-IGHWF,1,0,1,1,67,1,2,1,0,2,2,0,0,0,1,0,2,1043,4854,1
1613,3374-PZLXD,1,0,0,0,34,1,0,2,1,1,1,1,1,1,0,0,3,23,5347,0
1614,3813-DHBBB,1,0,1,0,67,0,1,0,2,2,0,2,0,2,2,1,0,395,3053,0
1615,2812-REYAT,0,0,1,0,49,1,0,2,1,1,1,1,1,1,1,1,0,30,6376,0
1616,6518-PPLMZ,1,0,1,1,53,1,0,2,1,1,1,1,1,1,2,1,3,17,213,0
1617,4939-KYYPY,1,0,0,0,27,1,2,0,0,0,2,2,0,0,0,0,2,532,1073,0
1618,8017-LXHFA,0,1,0,0,23,1,0,1,0,2,0,0,2,2,0,1,2,1183,1936,1
1619,5930-GBIWP,1,0,0,0,69,1,2,0,2,2,2,2,0,2,2,1,1,930,4607,0
1620,6022-KOUQO,0,0,1,1,2,0,1,0,0,0,0,2,0,0,0,0,0,127,3747,0
1621,6352-TWCAU,0,0,0,0,35,1,2,1,0,0,0,0,2,0,0,1,2,1024,2633,1
1622,2361-UPSND,0,0,1,0,46,1,0,0,2,2,0,2,0,2,1,0,3,727,2810,0
1623,6035-RIIOM,0,0,0,0,54,1,2,1,0,2,0,0,2,2,2,1,0,1230,4319,0
1624,2929-QNSRW,0,0,1,0,56,1,2,1,0,2,0,0,2,2,1,1,2,1247,4573,1
1625,1262-OPMFY,0,0,1,0,9,1,0,1,0,0,2,0,0,0,0,1,0,822,5238,1
1626,9504-DSHWM,1,0,0,0,20,1,2,0,2,0,0,2,0,0,0,0,0,528,356,0
1627,5035-BVCXS,1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,1,3,825,6257,0
1628,6267-DCFFZ,0,1,1,0,30,1,2,1,0,2,0,0,2,0,0,1,2,1094,2275,0
1629,3533-UVMOM,1,0,1,0,68,1,0,0,2,2,2,0,0,2,2,0,0,734,4011,0
1630,2439-LYPMQ,1,1,1,0,38,1,2,1,0,2,2,0,2,2,0,1,2,1329,3421,0
1631,4248-QPAVC,0,1,1,0,17,1,2,1,2,0,2,0,0,0,0,1,0,1002,857,1
1632,1899-VXWXM,1,0,0,0,48,1,2,1,0,2,2,0,2,2,1,1,1,1397,4294,1
1633,1478-VPOAD,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,281,3659,0
1634,9995-HOTOH,1,0,1,1,63,0,1,0,2,2,2,0,2,2,2,0,2,524,3196,0
1635,2988-PLAHS,0,0,0,0,3,1,0,0,0,0,2,0,2,2,1,1,2,714,1825,0
1636,1371-OJCEK,0,0,0,0,48,1,2,2,1,1,1,1,1,1,1,0,0,79,262,0
1637,4999-IEZLT,1,0,0,0,66,0,1,0,0,0,0,2,0,0,1,0,1,135,1591,0
1638,8883-ANODQ,0,0,1,1,68,1,2,1,0,2,2,0,0,0,2,1,1,983,4746,0
1639,4690-LLKUA,1,1,0,0,17,1,0,0,0,0,0,0,0,0,0,1,2,306,5871,1
1640,2351-RRBUE,0,0,1,1,7,1,0,2,1,1,1,1,1,1,1,0,3,42,616,0
1641,5980-BDHPY,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,1037,5058,0
1642,1498-DQNRX,0,0,1,0,29,1,0,2,1,1,1,1,1,1,0,0,3,26,4728,0
1643,9469-WEJBT,1,0,1,0,37,1,0,1,0,0,2,2,0,2,0,1,2,1100,2962,0
1644,3331-HQDTW,0,0,0,0,34,1,2,1,2,2,2,0,2,2,0,1,3,1465,3106,1
1645,9490-DFPMD,0,1,0,0,42,1,2,1,0,0,0,0,2,0,0,1,2,988,3068,1
1646,2581-VKIRT,0,0,1,1,59,1,2,0,2,2,0,2,0,0,1,0,3,638,3260,0
1647,5442-XSDCW,1,0,1,1,11,1,0,1,0,0,0,0,2,0,0,1,0,890,6264,1
1648,7426-WEIJX,1,1,1,1,60,1,2,1,2,0,0,0,0,0,0,1,2,919,4097,0
1649,2851-MMUTZ,0,0,0,0,27,1,0,0,0,2,0,2,0,0,0,1,3,482,807,0
1650,3049-NDXFL,0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,0,3,1011,6214,1
1651,8580-AECUZ,1,1,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,882,5962,1
1652,3307-TLCUD,1,0,1,0,17,0,1,0,2,0,2,0,0,0,0,0,3,180,4857,0
1653,6625-FLENO,1,0,1,0,58,1,0,2,1,1,1,1,1,1,2,0,3,44,346,0
1654,2967-MXRAV,1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,0,3,5,1342,0
1655,7963-GQRMY,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,3,291,618,1
1656,8189-HBVRW,0,0,0,0,53,1,2,1,2,2,2,0,0,0,0,0,2,1109,4176,0
1657,4163-KIUHY,1,0,0,0,35,1,2,2,1,1,1,1,1,1,0,1,2,104,6330,0
1658,1228-FZFRV,1,0,1,1,50,1,2,1,2,0,2,0,2,2,0,0,1,1394,4462,1
1659,3500-NSDOA,1,0,1,1,68,1,2,0,0,2,0,2,0,2,2,0,1,731,4099,0
1660,1171-TYKUR,1,0,1,0,47,1,2,2,1,1,1,1,1,1,0,0,2,100,268,0
1661,3761-FLYZI,0,1,1,0,65,1,2,1,0,2,2,0,2,2,0,1,0,1446,5558,0
1662,2058-DCJBE,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,2,710,2820,1
1663,5364-XYIRR,1,0,1,0,51,1,2,1,0,0,0,0,2,2,0,1,2,1181,4067,1
1664,4829-AUOAX,0,0,0,0,46,1,2,1,0,0,0,0,2,2,0,0,0,1209,3733,1
1665,1219-NNDDO,0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,843,5281,0
1666,8388-DMKAE,0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,34,1252,0
1667,4403-BWPAY,1,0,0,0,14,1,2,2,1,1,1,1,1,1,1,1,1,88,2792,0
1668,9659-QEQSY,0,0,0,0,45,1,2,1,2,2,2,2,2,2,0,1,2,1553,4315,0
1669,5405-ZMYXQ,0,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,1,799,4547,0
1670,5047-LHVLY,1,1,0,1,1,1,0,0,0,0,2,0,0,0,0,1,3,379,4226,1
1671,1442-OKRJE,1,0,1,1,66,1,0,1,2,2,2,0,2,2,1,1,0,1339,5535,0
1672,4737-AQCPU,1,0,1,1,72,1,2,0,2,2,2,2,0,0,2,0,1,755,4248,0
1673,9158-VCTQB,0,0,1,0,41,1,2,1,2,2,2,2,2,2,0,1,0,1524,3902,1
1674,2808-CHTDM,0,0,1,1,23,1,2,2,1,1,1,1,1,1,2,0,3,94,4990,0
1675,6311-UEUME,0,0,0,0,29,1,0,1,0,0,0,0,2,0,0,1,2,878,2021,1
1676,0793-TWELN,0,0,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,903,2774,0
1677,3283-WCWXT,1,0,1,1,6,1,2,2,1,1,1,1,1,1,2,0,3,100,956,0
1678,1060-ENTOF,0,1,1,0,67,1,2,1,2,2,2,2,0,2,1,1,1,1383,5537,0
1679,0999-QXNSA,1,1,0,1,7,1,0,0,0,0,0,0,0,0,0,1,3,320,2979,0
1680,5451-MHQOF,1,0,1,1,56,1,2,2,1,1,1,1,1,1,1,1,3,81,800,0
1681,4836-WNFNO,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,92,1410,0
1682,9225-BZLNZ,1,0,1,0,72,1,2,0,2,2,2,0,2,2,2,1,2,1000,4972,0
1683,0354-VXMJC,1,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,1,21,3629,0
1684,4422-QVIJA,0,0,0,1,35,1,2,0,0,0,0,0,0,0,0,0,3,379,1142,0
1685,9365-SRSZE,1,1,1,0,27,1,0,1,0,0,0,0,0,0,0,1,2,726,1548,0
1686,6839-ITVZJ,0,0,1,1,26,1,2,0,0,2,0,2,0,0,0,1,2,544,1081,1
1687,8332-OSJDW,1,0,1,1,12,1,2,2,1,1,1,1,1,1,1,0,3,119,2731,0
1688,4735-BJKOU,0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,0,3,32,6037,0
1689,0274-JKUJR,1,0,1,1,7,0,1,0,2,2,2,0,2,2,0,0,3,521,3936,0
1690,5740-YHGTW,1,0,1,1,70,1,2,1,2,2,0,0,2,0,0,1,1,1234,5297,0
1691,8917-SZTTJ,1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,0,1,22,304,0
1692,1696-MZVAU,1,0,1,1,39,0,1,0,0,0,0,0,0,0,1,1,1,97,6436,0
1693,7359-WWYJV,1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,0,1,1535,6165,0
1694,0375-HVGXO,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,2,185,2942,1
1695,4906-ZHGPK,1,0,1,1,54,1,2,0,0,2,0,2,2,0,1,1,2,729,3236,0
1696,8593-WHYHV,1,0,0,0,3,1,2,1,0,0,0,0,0,2,0,1,2,1001,2287,1
1697,3795-GWTRD,0,0,1,1,63,1,0,0,2,2,2,2,2,0,2,0,1,818,3986,0
1698,1298-PHBTI,1,0,1,1,71,1,2,1,0,2,0,2,0,0,2,1,2,991,5021,0
1699,6223-DHJGV,0,0,0,0,42,1,0,2,1,1,1,1,1,1,1,1,3,42,6460,0
1700,6961-MJKBO,1,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,0,38,6428,0
1701,6097-EQISJ,0,0,1,1,66,1,2,1,0,2,2,0,2,2,1,1,1,1326,5277,1
1702,4423-YLHDV,0,0,1,0,21,1,2,1,2,0,2,0,2,2,0,1,0,1363,1831,1
1703,8158-WPEZG,1,0,0,0,11,0,1,0,0,2,0,2,0,0,0,1,2,202,3622,0
1704,0107-YHINA,1,0,0,1,1,1,2,1,0,0,2,0,2,2,0,1,2,1276,6511,1
1705,4918-FYJNT,0,1,1,0,55,1,2,1,0,2,2,2,0,0,0,0,2,1102,4275,0
1706,0727-BNRLG,1,0,0,0,69,1,2,1,0,2,2,2,2,0,2,1,1,1235,5343,0
